battery_id,cycle,voltage,current,temperature,capacity,time,failure,ambient_temperature,soc,soh,internal_resistance
B0005,29,3.555692244172496,-1.882536787636365,32.15709029211502,1.8134404914735822,3470.0,0,24,0.46307687014374666,90.67202457367911,0.8253990563992489
B0005,31,3.562746818017503,-1.8817935155260215,32.04407000314609,1.8025980036306504,3450.297,0,24,0.4689556816812523,90.12990018153252,0.7400835446505425
B0005,33,3.5614521756489204,-1.8921861285036712,31.931593674911532,1.80210690024615,3429.407,0,24,0.4678768130407669,90.10534501230751,0.7682396194143324
B0005,35,3.5603420474985823,-1.9027629207037406,31.941655359029298,1.802579500826209,3409.484,0,24,0.4669517062488185,90.12897504131045,0.8009046798383973
B0005,37,3.5591189041401865,-1.9133470605822436,31.965008645476725,1.8030683142834096,3390.422,0,24,0.465932420116822,90.15341571417048,0.8396681394918408
B0005,39,3.557886771846508,-1.9131602105481538,31.966241678512723,1.8027776247196041,3390.281,0,24,0.4649056432054232,90.13888123598021,0.8594801238591226
B0005,42,3.5520375235511907,-1.8553455745575975,32.37143341978575,1.8470259949329193,3591.734,0,24,0.4600312696259922,92.35129974664596,0.7712390272434935
B0005,46,3.5525668436897124,-1.8746995273150975,32.70024990461686,1.847417311283644,3552.297,0,24,0.46047236974142697,92.3708655641822,0.8356610818762737
B0005,50,3.556794038327039,-1.873827212788385,32.32266411829938,1.8361774213478947,3531.578,0,24,0.463995031939199,91.80887106739473,0.7784462268329162
B0005,54,3.5614100044534203,-1.883193546754683,31.98795810666763,1.8257807475776242,3492.907,0,24,0.4678416703778501,91.2890373788812,0.7407006247100772
B0005,58,3.5566107947817986,-1.873239184822504,31.894456524691385,1.8251136435078368,3511.594,0,24,0.46384232898483213,91.25568217539184,0.7751724579817615
B0005,62,3.5586742170266272,-1.9139593751505897,31.78039681801023,1.8255815042203762,3431.9370000000054,0,24,0.46556184752218926,91.2790752110188,0.8365900090851999
B0005,66,3.564103182686905,-1.9030532722310995,31.688747146342205,1.8140311275083907,3431.125,0,24,0.4700859855724207,90.70155637541953,0.7453465277975031
B0005,70,3.559588063594272,-1.9134590742247914,31.596747992569153,1.8147691941158939,3412.406,0,24,0.4663233863285598,90.7384597057947,0.810132505574493
B0005,74,3.556833231052199,-1.913620909902553,31.565586498787077,1.813969388710352,3410.688,0,24,0.46402769254349896,90.69846943551761,0.8507674041402145
B0005,78,3.5624410850948944,-1.9025819745719061,31.59124667045208,1.802765665167823,3410.718,0,24,0.4687009042457453,90.13828325839116,0.7568456364615751
B0005,82,3.5591407106855666,-1.9130621638638965,31.603485399391182,1.804077040117352,3392.719,0,24,0.4659505922379721,90.2038520058676,0.816443052331651
B0005,86,3.5573161327793144,-1.920618117118412,31.91556385491565,1.8518025516704486,3470.672,0,24,0.4644301106494286,92.59012758352243,0.779551610374296
B0005,90,3.561870782772737,-1.9298830859597569,32.081128118597164,1.8307038456739428,3414.109,0,24,0.46822565231061425,91.53519228369714,0.7770711085703409
B0005,94,3.5617586337260088,-1.9293005284805407,31.849792632896243,1.8199041089501267,3395.219,0,24,0.4681321947716739,90.99520544750634,0.7661352151827205
B0005,98,3.5597307651083123,-1.923330987770314,31.465690433362017,1.8093079637028517,3386.0,0,24,0.46644230425692684,90.46539818514259,0.7547507886563346
B0005,102,3.5575937553540915,-1.9284469980320087,31.40934895665031,1.80460990458052,3368.187,0,24,0.4646614627950762,90.23049522902599,0.7858004677042978
B0005,106,3.5597237883937995,-1.9231439161693824,31.902247475518077,1.7993770651972192,3368.266,0,24,0.4664364903281662,89.96885325986096,0.7630213958561448
B0005,110,3.559061771422033,-1.9170149640438081,31.649024294808623,1.7884432335370462,3358.719,0,24,0.4658848095183609,89.42216167685231,0.7444708404510434
B0005,114,3.557015527748059,-1.922048805055383,31.48874626238971,1.7829230484252723,3339.5,0,24,0.46417960645671563,89.14615242126361,0.7626176250349559
B0005,118,3.5562481933590964,-1.9162302821549877,31.329995610092634,1.7730337158018288,3331.265,0,24,0.46354016113258023,88.65168579009143,0.7432812952838526
B0005,122,3.5532756526091784,-1.9220800182578983,31.569551201845574,1.773037755078937,3321.188,0,24,0.46106304384098196,88.65188775394685,0.7863326968385661
B0005,126,3.556266431640255,-1.9162417890311958,32.111426258867944,1.7678721106662054,3321.844,0,24,0.46355535970021244,88.39360553331026,0.7615420111596182
B0005,130,3.5563095420140822,-1.9158809823517762,32.271676011112376,1.7623150704093087,3311.828,0,24,0.46359128501173513,88.11575352046543,0.7597955775369634
B0005,134,3.558950851054106,-1.9114406265753041,31.842291659678658,1.7676172924938447,3327.391,0,24,0.4657923758784217,88.38086462469224,0.7488596438052972
B0005,136,3.5534418211598053,-1.9158166997544155,31.759815453754253,1.762668359743147,3312.078,0,24,0.461201517633171,88.13341798715734,0.7693299080067557
B0005,140,3.5510121537420285,-1.9151304155635374,31.41911167391793,1.7517304870664143,3293.172,0,24,0.45917679478502366,87.58652435332071,0.7628917909739418
B0005,144,3.551317608213948,-1.9148485784393638,31.331626572312267,1.7418496047960008,3275.328,0,24,0.45943134017829007,87.09248023980004,0.7473090089611176
B0005,148,3.549003180550162,-1.9144128654409127,31.35934131425137,1.7360913511847138,3265.016,0,24,0.4575026504584681,86.8045675592357,0.7578230624790933
B0005,150,3.5597648340955175,-1.9388813849818083,34.31088483888259,1.7936240148573608,3328.937,0,24,0.4664706950795978,89.68120074286804,0.786017870783433
B0005,154,3.5623454342368555,-1.927509725704535,33.43585640373788,1.7831890223273275,3329.266,0,24,0.4686211951973795,89.15945111636637,0.7576894876437625
B0005,158,3.558336657621618,-1.9267185977839403,32.66698125020078,1.7673642076278957,3301.579,0,24,0.4652805480180151,88.36821038139479,0.7540698364378362
B0005,162,3.554013138622869,-1.9261308349663746,32.28423408691397,1.7570177850353066,3283.563,0,24,0.46167761551905745,87.85088925176532,0.7775083118194794
B0005,166,3.552376095886298,-1.9202346781375206,32.00739178780946,1.7468706179837907,3275.125,0,24,0.46031341323858177,87.34353089918953,0.7616491204241962
B0005,170,3.549618661283733,-1.9201011498853633,32.06387071886056,1.7417172507457144,3265.656,0,24,0.45801555106977726,87.08586253728572,0.7870844553725537
B0005,174,3.54938103086703,-1.9144278105456467,32.43754560319043,1.7364225056478186,3266.093,0,24,0.45781752572252504,86.82112528239094,0.7837182864368525
B0005,178,3.5472118680418956,-1.908340706503589,32.16809876635083,1.7263217239235826,3257.594,0,24,0.45600989003491293,86.31608619617913,0.7782592931053826
B0005,182,3.5467052098640246,-1.902207182631691,32.05752645824972,1.7158065389330133,3248.593,0,24,0.4555876748866871,85.79032694665067,0.760175977388207
B0005,186,3.544629653883431,-1.9020484449938713,31.975920928072714,1.710533351135192,3238.766,0,24,0.4538580449028591,85.52666755675959,0.767715898073702
B0005,190,3.5436291614253204,-1.8964907679062355,32.21689335291319,1.706014499648521,3240.14,0,24,0.4530243011877669,85.30072498242605,0.7714924756695243
B0005,194,3.5444946147995258,-1.895971437908019,32.55632993697177,1.7003110272642588,3230.109,0,24,0.4537455123329381,85.01555136321294,0.763767159955396
B0005,198,3.5409201846556857,-1.8899648799839277,32.40048085325998,1.6945798601797895,3229.7810000000027,0,24,0.45076682054640466,84.72899300898948,0.7801228977439656
B0005,202,3.541195668799061,-1.8893703824420507,32.29371860868794,1.6849029086609286,3212.469,0,24,0.4509963906658842,84.24514543304643,0.7606286905015692
B0005,206,3.540671044783382,-1.8776883243431417,32.136071448067796,1.6744741591159717,3213.219,0,24,0.4505592039861516,83.72370795579859,0.7457107457677752
B0005,210,3.5376048790268775,-1.8831065986697755,32.38268549723498,1.6745692479879102,3203.578,0,24,0.44800406585573116,83.72846239939551,0.7712432193321644
B0005,214,3.538422485261741,-1.876359921441716,32.30899951427637,1.663716375981405,3195.125,0,24,0.44868540438478427,83.18581879907026,0.7500811208202907
B0005,216,3.53928626988912,-1.8709550260104437,32.56636929496716,1.659013868748246,3195.3129999999946,0,24,0.4494052249076,82.9506934374123,0.7492530632966843
B0005,220,3.533690170241391,-1.8705599868289542,32.46542951751835,1.6538540573335014,3186.297,0,24,0.4447418085344926,82.69270286667508,0.7723773484679448
B0005,224,3.534367734544495,-1.8640049795794804,32.347056454418095,1.642653782130131,3176.438,0,24,0.4453064454537458,82.13268910650655,0.7477775813066913
B0005,228,3.5312941932103548,-1.8636932149873204,32.371538940646154,1.6378578430223698,3167.593,0,24,0.4427451610086289,81.89289215111849,0.7635423448217595
B0005,232,3.5309134771684274,-1.857820396301907,32.45549347979197,1.6327350407099108,3167.719,0,24,0.4424278976403561,81.63675203549555,0.7593277185370845
B0005,236,3.5287226893409893,-1.8572160981955346,32.50017194695606,1.6277528915533617,3159.077999999994,0,24,0.440602241117491,81.38764457766808,0.7714483514512886
B0005,240,3.52625493581969,-1.8568340008006827,32.50100298369444,1.622125485521159,3148.829,0,24,0.4385457798497416,81.10627427605796,0.7775320222846186
B0005,244,3.528684324337005,-1.8448886500218815,32.4728927422438,1.6113256603765849,3149.094,0,24,0.4405702702808374,80.56628301882924,0.7446138599959627
B0005,248,3.525556939424901,-1.8444180038305806,32.50480154634882,1.6065631397488385,3140.547,0,24,0.4379641161874173,80.32815698744193,0.7582891219956001
B0005,252,3.5226805646793737,-1.8438790389835118,32.51218336210202,1.6015142233917594,3131.625,0,24,0.4355671372328114,80.07571116958798,0.7729879918582793
B0005,256,3.524673458789008,-1.83711254029409,32.45692821941515,1.590369231400328,3121.907,0,24,0.4372278823241733,79.5184615700164,0.7435335038342827
B0005,260,3.5213155754526824,-1.8315957075983758,32.447059186431154,1.5857889968242211,3122.125,0,24,0.43442964621056857,79.28944984121105,0.7585866514292741
B0005,264,3.51803386486462,-1.8311195242792309,32.32889654966259,1.5849430707374117,3121.672,0,24,0.4316948873871832,79.24715353687058,0.7699126584378935
B0005,266,3.5236841955396794,-1.8432799764914718,32.84488475360107,1.5955263892495937,3120.86,0,24,0.4364034962830661,79.77631946247968,0.7573000198876683
B0005,270,3.519146638240668,-1.829798505957538,32.31731555011648,1.5747301747801037,3103.828,0,24,0.43262219853388995,78.73650873900519,0.7484393474704272
B0005,274,3.516233648608237,-1.8236746835609148,32.06376130177751,1.5649019950937946,3095.094,0,24,0.4301947071735308,78.24509975468973,0.7482720633547412
B0005,278,3.514773138461639,-1.8176720770210877,32.21997626855924,1.5597659473370362,3095.781,0,24,0.4289776153846991,77.98829736685181,0.7552923812578205
B0005,282,3.5132992979150073,-1.8179238657973993,32.7120225448885,1.5594815668184234,3094.328,0,24,0.4277494149291727,77.97407834092117,0.7710765631277794
B0005,286,3.514484830704665,-1.817160673909645,32.945022147355694,1.55468935359061,3086.531,0,24,0.4287373589205541,77.7344676795305,0.7624826880845544
B0005,290,3.5109677353595243,-1.8110297241968543,32.857549597381336,1.5488741079890418,3085.625,0,24,0.4258064461329369,77.44370539945209,0.7744406749080324
B0005,294,3.5109358749578012,-1.8094435644526072,32.629663328789654,1.538236598942558,3067.203,0,24,0.42577989579816766,76.9118299471279,0.761827681506176
B0005,298,3.509393098217416,-1.8026537331443495,32.379859014262976,1.527914258251028,3058.157,0,24,0.42449424851451345,76.39571291255139,0.7500119976891274
B0005,302,3.5066782411556563,-1.8031542757366414,32.68215852457039,1.5285252629756445,3058.812,0,24,0.42223186762971354,76.42626314878223,0.7722383410479644
B0005,306,3.5109885623008092,-1.7965666438696486,32.99387423636739,1.522647325284378,3058.578,0,24,0.425823801917341,76.1323662642189,0.7457822935560591
B0005,310,3.510305462695178,-1.7959771394311956,33.04539707211165,1.5174859938489869,3049.328,0,24,0.4252545522459816,75.87429969244934,0.7445929403736388
B0005,313,3.5222215314850214,-1.822916991757235,32.856295641052824,1.605818899130659,3177.219,0,24,0.4351846095708511,80.29094495653295,0.7589483492227657
B0005,316,3.5163492154331264,-1.8294275689587538,33.33950238056361,1.5638491446744425,3082.937,0,24,0.4302910128609386,78.19245723372212,0.7787791926133871
B0005,320,3.5134397623234963,-1.816317296828028,33.35156485472646,1.5480915247767786,3074.266,0,24,0.42786646860291355,77.40457623883893,0.7772619146814701
B0005,324,3.515137522009075,-1.8033689952639713,33.147486361012966,1.5323755631868592,3066.0,0,24,0.42928126834089564,76.61877815934297,0.7434975686858168
B0005,328,3.50830390643132,-1.802670753119494,33.007275861749356,1.5269528268489705,3056.437,0,24,0.42358658869276655,76.34764134244853,0.7750464740452947
B0005,332,3.509190808443004,-1.7958941337499832,32.91990812745461,1.5169573017136326,3048.219,0,24,0.4243256737025032,75.84786508568163,0.7568806475349605
B0005,336,3.5068097579555353,-1.795344963527795,32.99903328622305,1.5118975960142693,3039.218,0,24,0.422341464962946,75.59487980071347,0.7648410695788425
B0005,340,3.50609090727422,-1.7893518988259454,33.03772281691292,1.5065638960681105,3039.047,0,24,0.4217424227285167,75.32819480340552,0.7625843138035354
B0005,344,3.5037157727265953,-1.7883879159763685,33.07740307192613,1.5015453526671363,3030.375,0,24,0.41976314393882935,75.07726763335681,0.7740327274128374
B0005,348,3.5067479961367156,-1.7815447770741009,33.05467981523988,1.4908444050400238,3021.0,0,24,0.4222899967805963,74.54222025200119,0.7405718943812312
B0005,352,3.5058813026542324,-1.7753115642966961,33.11570360624461,1.485868384561201,3021.75,0,24,0.42156775221186027,74.29341922806006,0.742997008835546
B0005,356,3.504168333530808,-1.7742377662318358,33.12942148982364,1.480413677976106,3012.265,0,24,0.42014027794233977,74.02068389880529,0.7462352174866956
B0005,360,3.5030568931470634,-1.773860289771637,33.130681310493344,1.4752095869031632,3002.641,0,24,0.41921407762255275,73.76047934515816,0.7473491612067741
B0005,364,3.4982324882487936,-1.7809702419814517,33.20069210329718,1.4859035988304024,3012.0,0,24,0.41519374020732797,74.29517994152012,0.7719019480698294
B0005,367,3.5065859365661325,-1.7879098523188452,33.78697527817091,1.4960918298136696,3020.11,0,24,0.4221549471384437,74.80459149068348,0.7637991900470872
B0005,371,3.501457140697961,-1.780229415660985,33.673365085761986,1.4808005946928984,3002.172000000006,0,24,0.4178809505816342,74.04002973464492,0.7697492972629377
B0005,375,3.501658387162809,-1.7731015168894209,33.535818118317145,1.4697543268466824,2992.703,0,24,0.4180486559690073,73.48771634233412,0.7562541156693425
B0005,379,3.4966186408455298,-1.7705879947441516,33.32269982188509,1.4539012274845928,2964.468,0,24,0.41384886737127474,72.69506137422964,0.75574470129974
B0005,383,3.4991645719433246,-1.7600629827474803,33.346230327490304,1.4541462067235693,2983.375,0,24,0.41597047661943715,72.70731033617847,0.7478309830502359
B0005,387,3.496080777360074,-1.765575132998529,33.64948900485925,1.455023751906683,2975.297,0,24,0.41340064780006175,72.75118759533416,0.7733637325786993
B0005,391,3.4959014526387993,-1.7588271887545277,33.79269513542102,1.449042163761236,2974.9850000000006,0,24,0.41325121053233266,72.4521081880618,0.768747840175598
B0005,395,3.49758697990267,-1.7516428147438297,33.52446663707275,1.4386709371480566,2966.25,0,24,0.41465581658555845,71.93354685740283,0.7387942143561453
B0005,399,3.4956989619989507,-1.7513097768253418,33.39042251934235,1.433445432156979,2956.359,0,24,0.4130824683324589,71.67227160784894,0.7427055468305757
B0005,403,3.492875380810072,-1.7511840784846122,33.67370212742761,1.4333958900838095,2956.344,0,24,0.4107294840083934,71.66979450419048,0.7678110540659984
B0005,407,3.49551076423368,-1.7446206812145286,33.91080564765892,1.42806487344776,2956.406,0,24,0.41292563686139977,71.403243672388,0.749921102408743
B0005,411,3.4942333590450834,-1.7436362428649814,33.7850680599871,1.4229203181741186,2947.266,0,24,0.4118611325375694,71.14601590870593,0.7467583966380734
B0005,415,3.491197414255986,-1.7425325036061032,33.61126807392732,1.417429032731308,2937.984,0,24,0.409331178546655,70.8714516365654,0.756758757430226
B0005,419,3.4889094081576237,-1.7419837011363046,33.45598581472246,1.412409228794446,2929.125,0,24,0.4074245067980197,70.6204614397223,0.7587281407526096
B0005,423,3.487376295811431,-1.7421680980861822,33.723267448788484,1.412578792940193,2928.454,0,24,0.40614691317619256,70.62893964700964,0.7743287034143883
B0005,427,3.491994243745711,-1.735841378420618,34.050076369857344,1.4075983731469897,2929.375,0,24,0.40999520312142596,70.37991865734948,0.7498117286171703
B0005,431,3.491585878898649,-1.7567879869499758,33.889346908026745,1.4333920485221476,2946.031,0,24,0.40965489908220754,71.66960242610739,0.7580992913362117
B0005,433,3.495576227046425,-1.7573176114092575,34.067648550088656,1.4382550176792908,2955.438,0,24,0.4129801892053541,71.91275088396453,0.7657158805504413
B0005,437,3.4938988589692483,-1.7427628393326555,33.75168100943646,1.4173547174485526,2937.625,0,24,0.41158238247437356,70.86773587242763,0.7451505331053702
B0005,441,3.49159162968384,-1.7352637407600366,33.46482299584788,1.406981663677643,2929.078,0,24,0.4096596914031998,70.34908318388216,0.7436082992995118
B0005,445,3.4885729299834787,-1.7344350518111926,33.40210697922146,1.4012037783587625,2918.375,0,24,0.4071441083195655,70.06018891793812,0.7514877037087069
B0005,449,3.4869021151089825,-1.7280392046289716,33.410688917712235,1.3967008232726328,2919.812,1,24,0.4057517625908187,69.83504116363164,0.7567819499396429
B0005,453,3.4855485210036417,-1.7326888725308258,33.38984948261314,1.391284788852726,2900.422,1,24,0.40462376750303464,69.5642394426363,0.7561154053547453
B0005,457,3.4838912547260388,-1.7260735249920125,33.3700433438796,1.3862287677978349,2901.375,1,24,0.40324271227169894,69.31143838989175,0.7604518128910045
B0005,461,3.483198941484065,-1.7195393742714093,33.27215987470977,1.3804366761974138,2901.187,1,24,0.40266578457005425,69.02183380987069,0.757569671586495
B0005,465,3.4836274447098883,-1.7185829844462923,33.222444215660225,1.3752364150256224,2891.64,1,24,0.4030228705915735,68.76182075128112,0.7501572622345539
B0005,469,3.480172442538601,-1.717672415155695,33.26207748383125,1.3705128024895008,2882.906,1,24,0.4001437021155007,68.52564012447505,0.7616638174570037
B0005,473,3.478452148610975,-1.7177080769362936,33.312029905516525,1.3705085566270399,2883.265,1,24,0.39871012384247906,68.52542783135199,0.7728722590509365
B0005,477,3.4785782556105507,-1.7109669363015376,33.25287943255863,1.3647355108681518,2882.969,1,24,0.3988152130087922,68.23677554340759,0.7660867866714351
B0005,481,3.4825195584604582,-1.7184206130755166,33.745054045019884,1.375392016895762,2891.656,1,24,0.4020996320503818,68.7696008447881,0.7501710030334412
B0005,483,3.4886823636752826,-1.7260471943596487,33.88841975386692,1.3861115151535393,2901.25,1,24,0.4072353030627355,69.30557575767696,0.7468313000661813
B0005,485,3.4858502383832755,-1.712021613408506,33.7353756996425,1.3698500035838939,2891.703,1,24,0.4048751986527295,68.49250017919469,0.744459117861505
B0005,489,3.478794177297151,-1.711022510206629,33.59131052719714,1.3647827949260758,2883.016,1,24,0.3989951477476257,68.23913974630379,0.7702238947222497
B0005,493,3.4812826020756744,-1.703421414006958,33.32366688599416,1.3543220466259964,2873.453,1,24,0.40106883506306196,67.71610233129982,0.7415109359838187
B0005,497,3.480352041587074,-1.703574708739156,33.691961507697364,1.3546417018378962,2874.031,1,24,0.4002933679892284,67.73208509189482,0.7536298626624093
B0005,501,3.4781127815565127,-1.7034912994217157,33.887639684793655,1.3547039213192407,2874.234,1,24,0.3984273179637605,67.73519606596203,0.7700574323181113
B0005,505,3.4765867130506125,-1.7023383270190764,33.67308060941856,1.349314997503458,2864.984,1,24,0.3971555942088437,67.4657498751729,0.7691145171099656
B0005,509,3.4733769291841643,-1.7014238498912502,33.411988203265814,1.3441891937970554,2855.093,1,24,0.39448077432013684,67.20945968985276,0.7754927454420846
B0005,513,3.4726366397371127,-1.6950436046971957,33.29926524979532,1.3389913790695755,2855.625,1,24,0.39386386644759386,66.94956895347877,0.7707697943675171
B0005,517,3.473439372740961,-1.695057731610264,33.59980731390034,1.3389145230206971,2855.594,1,24,0.3945328106174676,66.94572615103486,0.772553706960973
B0005,521,3.4754777099091454,-1.6937809113323188,33.61961195858585,1.3340066759761655,2847.437,1,24,0.39623142492428776,66.70033379880827,0.756399582794906
B0005,525,3.4722884821666766,-1.6869434054016965,33.3945201718652,1.3286444309174914,2847.36,1,24,0.39357373513889715,66.43222154587457,0.7668370135177196
B0005,529,3.471373665098864,-1.6860649112944592,33.16734508187535,1.3231708992276219,2837.328,1,24,0.39281138758238643,66.1585449613811,0.7596278985966873
B0005,533,3.4726160162875095,-1.6795829780331424,33.10962161613893,1.3181691588445197,2837.281,1,24,0.3938466802395912,65.90845794222598,0.7476926015056903
B0005,537,3.4738146874457896,-1.679793840292355,33.46501751186519,1.3184664436640334,2838.515,1,24,0.39484557287149125,65.92332218320168,0.7478964717798904
B0005,541,3.4701426486639693,-1.6851739865098712,33.4426191014044,1.318293040102702,2828.328,1,24,0.39178554055330767,65.9146520051351,0.7654744783922385
B0005,545,3.467523652225441,-1.6863812036302581,33.037928170775885,1.323872422244268,2838.265,1,24,0.3896030435212009,66.19362111221339,0.7538481193027696
B0005,548,3.4767525840839255,-1.715777469309528,33.4949493613756,1.3601216766554785,2864.547,1,24,0.39729382006993785,68.00608383277392,0.7722495480311165
B0005,552,3.4758956827369127,-1.7007216920098716,33.491363029025784,1.3395306867947354,2846.39,1,24,0.3965797356140939,66.97653433973677,0.754119064472745
B0005,556,3.475812179626641,-1.6928138295817332,33.329808599922345,1.3290286565120697,2837.969,1,24,0.39651014968886744,66.45143282560349,0.7432995839203949
B0005,560,3.4746554404904435,-1.6861104874993165,33.27302769298771,1.3236741274998955,2838.156,1,24,0.39554620040870286,66.18370637499478,0.7455853431726652
B0005,564,3.472301781313945,-1.685043785043406,33.229879126701434,1.318633896753293,2829.843,1,24,0.39358481776162074,65.93169483766465,0.751100585232966
B0005,568,3.4729305773503527,-1.678524839793589,33.20860833999321,1.3134751321324272,2829.625,1,24,0.3941088144586272,65.67375660662135,0.7434531449450356
B0005,572,3.4696192030612285,-1.6839115230941766,33.236115055926255,1.3132020634442203,2819.437,1,24,0.39134933588435705,65.66010317221101,0.7594394018479598
B0005,576,3.470018470757559,-1.6773783325850857,33.18660088296571,1.3077959946944353,2819.579,1,24,0.3916820589646326,65.38979973472176,0.7519700552988373
B0005,580,3.470762691935287,-1.676425373206175,33.174058099115534,1.3030329186405918,2810.672,1,24,0.39230224327940577,65.1516459320296,0.7409815551803532
B0005,584,3.468111467035994,-1.67627880896028,33.253984518546055,1.3033573559038205,2811.485,1,24,0.39009288919666146,65.16786779519103,0.757696689624263
B0005,588,3.4648625780221494,-1.6817992883033976,33.3198093248819,1.3034100438655642,2802.422,1,24,0.38738548168512443,65.17050219327821,0.7755475103709972
B0005,592,3.467864133752208,-1.6750812261110137,33.33765795318198,1.2978870806495706,2801.625,1,24,0.38988677812684,64.89435403247853,0.7550481019342818
B0005,596,3.464021404592563,-1.675366426273468,33.29076744042025,1.2980735056918902,2802.031,1,24,0.3866845038271356,64.90367528459451,0.7750377435868256
B0005,600,3.4664623858156745,-1.6744879201095209,33.27568841807217,1.293463613844243,2793.39,1,24,0.38871865484639534,64.67318069221216,0.7570595916548756
B0005,604,3.46850906693551,-1.6674467270234996,33.32067807371405,1.288003392619118,2793.39,1,24,0.39042422244625835,64.4001696309559,0.7425838371984606
B0005,608,3.466806213058136,-1.6674702882406252,33.37314972896719,1.2874525221379407,2792.485,1,24,0.38900517754844666,64.37262610689703,0.7492763634708923
B0005,612,3.471070722008039,-1.6888978346592105,33.71351889594897,1.3090153642307354,2802.016,1,24,0.3925589350066989,65.45076821153677,0.74659534433786
B0005,614,3.475472204020004,-1.6979281889133206,33.86531768239223,1.3250793286429356,2820.39,1,24,0.3962268366833365,66.25396643214678,0.766512845173598
B0055,1,3.2439361669782594,-1.1715210918629737,11.879033293126687,0.7989997927037011,2660.313,1,4,0.20328013914854945,39.949989635185055,0.6784349316476181
B0055,5,3.2904290284649416,-1.7486007645883601,12.415262417855027,1.319892156462878,2826.0,1,4,0.24202419038745127,65.99460782314391,0.8507903549100325
B0055,7,3.326231366449631,-1.7060235650197326,12.360226804144617,1.2769832801132017,2818.578,1,4,0.27185947204135913,63.849164005660086,0.8588014148048161
B0055,9,3.3385354077080747,-1.7298155313553947,12.182802262813878,1.2572591312230865,2713.812,1,4,0.28211283975672885,62.86295656115433,0.8617571490925792
B0055,11,3.3690503311576365,-1.630519419462631,11.995175259559732,1.206763751299412,2786.578,1,4,0.30754194263136375,60.3381875649706,0.863166372889673
B0055,13,3.3596802370189534,-1.6935037519026295,12.015852590858461,1.2077322536103197,2667.89,1,4,0.29973353084912774,60.38661268051598,0.8643274039967523
B0055,17,3.331138062731705,-1.796982266620521,12.310516344609582,1.2009614290093835,2530.172,1,4,0.27594838560975404,60.04807145046917,0.8584061702928509
B0055,19,3.335155652675837,-1.8221216958276871,12.203269426883178,1.189059086549973,2446.062,1,4,0.27929637722986395,59.45295432749865,0.8605211868364536
B0055,21,3.3970397549525346,-1.60517659481492,11.974188885781311,1.169708782604433,2713.25,1,4,0.3308664624604455,58.48543913022165,0.8626522365492824
B0055,23,3.3803008994123225,-1.6273590433187917,12.146032186206996,1.1483647194613424,2676.578,1,4,0.31691741617693536,57.41823597306712,0.8638164242156224
B0055,25,3.3446128760924214,-1.807780475892982,12.075029193191549,1.1527726060972296,2394.734,1,4,0.2871773967436845,57.63863030486148,0.8617696693024248
B0055,29,3.4016962939915634,-1.5934585102181222,11.953480850146518,1.1318370471727228,2673.0,1,4,0.3347469116596361,56.59185235863614,0.8596030292036547
B0055,31,3.3777825070738476,-1.6457766002423246,12.091243346975185,1.1326525803383347,2619.578,1,4,0.31481875589487296,56.63262901691674,0.859181360222494
B0055,33,3.411152214850695,-1.584422122674529,11.84145066042513,1.1160565716574584,2640.016,1,4,0.34262684570891244,55.80282858287292,0.8611556668909672
B0055,35,3.4062074380814424,-1.587531424902602,11.855003538549179,1.0984641825068853,2621.187,1,4,0.338506198401202,54.923209125344265,0.8602607682329604
